Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,NewSnow,SnowDepth
2006-06-30,78,55,66.5,-4.3,0,2,0.00,,
2006-07-01,89,55,72.0,1.0,0,7,0.00,,
2006-07-02,83,55,69.0,-2.2,0,4,0.00,,
2006-07-03,82,53,67.5,-3.8,0,3,0.00,,
2006-07-04,79,53,66.0,-5.5,0,1,0.00,,
2006-07-05,75,53,64.0,-7.6,1,0,0.00,,
2006-07-06,80,53,66.5,-5.3,0,2,0.00,,
2006-07-07,95,49,72.0,0.1,0,7,0.00,,
2006-07-08,100,56,78.0,6.0,0,13,0.00,,
2006-07-09,99,56,77.5,5.4,0,13,0.00,,
2006-07-10,83,55,69.0,-3.2,0,4,0.00,,
2006-07-11,77,54,65.5,-6.8,0,1,0.00,,
2006-07-12,79,53,66.0,-6.4,0,1,0.00,,
2006-07-13,96,58,77.0,4.5,0,12,0.00,,
2006-07-14,89,58,73.5,0.9,0,9,0.00,,
2006-07-15,96,56,76.0,3.4,0,11,0.00,,
2006-07-16,102,62,82.0,9.3,0,17,0.00,,
2006-07-17,106,63,84.5,11.8,0,20,0.00,,
2006-07-18,101,67,84.0,11.3,0,19,0.00,,
2006-07-19,96,71,83.5,10.7,0,19,T,,
2006-07-20,101,68,84.5,11.7,0,20,0.00,,
2006-07-21,109,69,89.0,16.2,0,24,0.00,,
2006-07-22,111,75,93.0,20.2,0,28,0.00,,
2006-07-23,113,79,96.0,23.2,0,31,0.00,,
2006-07-24,109,75,92.0,19.2,0,27,0.00,,
2006-07-25,109,73,91.0,18.2,0,26,0.00,,
2006-07-26,98,64,81.0,8.2,0,16,0.00,,
2006-07-27,93,60,76.5,3.8,0,12,0.00,,
2006-07-28,88,59,73.5,0.8,0,9,0.00,,
2006-07-29,82,59,70.5,-2.2,0,6,0.00,,
2006-07-30,87,60,73.5,0.8,0,9,0.00,,
2006-07-31,81,57,69.0,-3.7,0,4,0.00,,
2006-08-01,86,55,70.5,-2.1,0,6,0.00,,
2006-08-02,88,57,72.5,-0.1,0,8,0.00,,
2006-08-03,90,55,72.5,-0.1,0,8,0.00,,
2006-08-04,82,56,69.0,-3.6,0,4,0.00,,
2006-08-05,80,58,69.0,-3.5,0,4,0.00,,
2006-08-06,80,56,68.0,-4.5,0,3,0.00,,
2006-08-07,74,57,65.5,-7.0,0,1,0.00,,
2006-08-08,89,59,74.0,1.5,0,9,0.00,,
2006-08-09,99,60,79.5,7.0,0,15,0.00,,
2006-08-10,95,63,79.0,6.6,0,14,0.00,,
2006-08-11,85,56,70.5,-1.9,0,6,0.00,,
2006-08-12,85,54,69.5,-2.9,0,5,0.00,,
2006-08-13,86,56,71.0,-1.4,0,6,0.00,,
2006-08-14,78,56,67.0,-5.4,0,2,0.00,,
2006-08-15,81,56,68.5,-3.9,0,4,0.00,,
2006-08-16,79,55,67.0,-5.4,0,2,0.00,,
2006-08-17,89,49,69.0,-3.4,0,4,0.00,,
2006-08-18,87,56,71.5,-0.8,0,7,0.00,,
2006-08-19,87,54,70.5,-1.8,0,6,0.00,,
2006-08-20,79,55,67.0,-5.3,0,2,0.00,,
2006-08-21,81,54,67.5,-4.8,0,3,0.00,,
2006-08-22,93,55,74.0,1.7,0,9,0.00,,
2006-08-23,90,54,72.0,-0.3,0,7,0.00,,
2006-08-24,85,51,68.0,-4.2,0,3,0.00,,
2006-08-25,80,56,68.0,-4.2,0,3,0.00,,
2006-08-26,86,56,71.0,-1.2,0,6,0.00,,
